Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
276,2,2,Al-Baqara,Medani,276,"Allah will deprive usury of all blessing, but will give increase for deeds of charity  For He loveth not creatures ungrateful and wicked.",deprive,usury,blessing,charity,,,,,,,,
277,2,2,Al-Baqara,Medani,277,"Those who believe, and do deeds of righteousness, and establish regular prayers and regular charity, will have their reward with their Lord  on them shall be no fear, nor shall they grieve.",reward of believer,believe,righteousness,prayer,charity,fear,,,,,,
278,2,2,Al-Baqara,Medani,278,"O ye who believe  Fear Allah, and give up what remains of your demand for usury, if ye are indeed believers.",fear Allah,believe,give up usur,,,,,,,,,
279,2,2,Al-Baqara,Medani,279,"If ye do it not, Take notice of war from Allah and His Messenger  But if ye turn back, ye shall have your capital sums  Deal not unjustly, and ye shall not be dealt with unjustly.",take notice,giveup usuar,war with Allah,Messenger,,,,,,,,
280,2,2,Al-Baqara,Medani,280,"If the debtor is in a difficulty, grant him time Till it is easy for him to repay. But if ye remit it by way of charity, that is best for you if ye only knew.",borrower,difficulty,grant time,charity borrow,,,,,,,,
281,2,2,Al-Baqara,Medani,281,"And fear the Day when ye shall be brought back to Allah. Then shall every soul be paid what it earned, and none shall be dealt with unjustly.",fear,Day of Judgment,decision,unjustify,,,,,,,,
282,2,2,Al-Baqara,Medani,282,"O ye who believe  When ye deal with each other, in transactions involving future obligations in a fixed period of time, reduce them to writing Let a scribe write down faithfully as between the parties  let not the scribe refuse to write  as Allah Has taught him, so let him write. Let him who incurs the liability dictate, but let him fear His Lord Allah, and not diminish aught of what he owes. If they party liable is mentally deficient, or weak, or unable Himself to dictate, Let his guardian dictate faithfully, and get two witnesses, out of your own men, and if there are not two men, then a man and two women, such as ye choose, for witnesses, so that if one of them errs, the other can remind her. The witnesses should not refuse when they are called on (For evidence). Disdain not to reduce to writing (your contract) for a future period, whether it be small or big  it is juster in the sight of Allah, More suitable as evidence, and more convenient to prevent doubts among yourselves but if it be a transaction which ye carry out on the spot among yourselves, there is no blame on you if ye reduce it not to writing. But take witness whenever ye make a commercial contract; and let neither scribe nor witness suffer harm. If ye do (such harm), it would be wickedness in you. So fear Allah; For it is Good that teaches you. And Allah is well acquainted with all things. If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, let the trustee (faithfully) discharge his trust, and let him Fear his Lord conceal not evidence; for whoever conceals it, - his heart is tainted with sin. And Allah knoweth all that ye do.",document agrements,carefully document,,witness,fear Allah,Allah knoweth,,,,,,
283,2,2,Al-Baqara,Medani,283,"If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, Let the trustee (Faithfully) discharge His trust, and let him fear his Lord. Conceal not evidence; for whoever conceals it,- His heart is tainted with sin. And Allah Knoweth all that ye do.",pledge,trust,,,,,,,,,,
284,2,2,Al-Baqara,Medani,284,"To Allah belongeth all that is in the heavens and on earth. Whether ye show what is in your minds or conceal it, Allah Calleth you to account for it. He forgiveth whom He pleaseth, and punisheth whom He pleaseth, for Allah hath power over all things.",Allah belongeth all',heaven,earth,forgive,,,,,,,,
285,2,2,Al-Baqara,Medani,285,"The Messenger believeth in what hath been revealed to him from his Lord, as do the men of faith. Each one (of them) believeth in Allah, His angels, His books, and His messengers.   We make no distinction (they say) between one and another of His messengers.   And they say    We hear, and we obey  (We seek) Thy forgiveness, our Lord, and to Thee is the end of all journeys.  ",Messenger,believe,faith,angels,books,forgiveness,,,,,,
286,2,2,Al-Baqara,Medani,286,"On no soul doth Allah Place a burden greater than it can bear. It gets every good that it earns, and it suffers every ill that it earns. (Pray )   Our Lord  Condemn us not if we forget or fall into error; our Lord  Lay not on us a burden Like that which Thou didst lay on those before us; Our Lord  Lay not on us a burden greater than we have strength to bear. Blot out our sins, and grant us forgiveness. Have mercy on us. Thou art our Protector; Help us against those who stand against faith.  ",capacity,burden,strength,earn,sin,forgiveness,mercy,help,,,,
287,,3,Al Imran,Medani,2,"Allah! There is no god but He,-the Living, the Self-Subsisting, Eternal.",oneness of  Allah,living,,,,,,,,,,
288,,3,Al Imran,Medani,3,"It is He Who sent down to thee (step by step), in truth, the Book, confirming what went before it; and He sent down the Law (torat) and the Gospel (injeel) before this, as a guide to mankind, and He sent down the criterion (of judgment between right and wrong).",Quran,confirming books,,torat,injeel,right,wrong,,,,,
289,,3,Al Imran,Medani,4,"Then those who reject Faith in the Signs of Allah will suffer the severest penalty, and Allah is Exalted in Might, Lord of Retribution.",faith,signs of Allah,penalty,rtetribution,,,,,,,,
290,,3,Al Imran,Medani,5,"From Allah, verily nothing is hidden on earth or in the heavens.",Allah knoweth,earth,heaven,,,,,,,,,
291,,3,Al Imran,Medani,6,"He it is Who shapes you in the wombs as He pleases. There is no god but He, the Exalted in Might, the Wise.",shapes,womb,oness,wise,,,,,,,,
292,,3,Al Imran,Medani,7,"He it is Who has sent down to thee the Book: In it are verses basic or fundamental (of established meaning); they are the foundation of the Book: others are allegorical. But those in whose hearts is perversity follow the part thereof that is allegorical, seeking discord, and searching for its hidden meanings, but no one knows its hidden meanings except Allah. And those who are firmly grounded in knowledge say: ""We believe in the Book; the whole of it is from our Lord:"" and none will grasp the Message except men of understanding.",book,verse,interpretation,hidden meaning,,,,,,,,
293,,3,Al Imran,Medani,8,"""Our Lord!"" (they say), ""Let not our hearts deviate now after Thou hast guided us, but grant us mercy from Thine own Presence; for Thou art the Grantor of bounties without measure.",deviate,guide,mercy,bestower,,,,,,,,
294,,3,Al Imran,Medani,9,"""Our Lord! Thou art He that will gather mankind Together against a day about which there is no doubt; for Allah never fails in His promise.""",gather,people,judgment day,promise,,,,,,,,
295,,3,Al Imran,Medani,10,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They are themselves but fuel for the Fire.",reject faith,progney,no safety,fire fuel,,,,,,,,
296,,3,Al Imran,Medani,11,"(Their plight will be) no better than that of the people of Pharaoh, and their predecessors: They denied our Signs, and Allah called them to account for their sins. For Allah is strict in punishment.",Pharaoh,signs,strict ,punishment,,,,,,,,
297,,3,Al Imran,Medani,12,"Say to those who reject Faith: ""Soon will ye be vanquished and gathered together to Hell,-an evil bed indeed (to lie on)!",reject faith,vanquesh,hell,evil bed,,,,,,,,
298,,3,Al Imran,Medani,13,"""There has already been for you a Sign in the two armies that met (in combat): One was fighting in the cause of Allah, the other resisting Allah; these saw with their own eyes Twice their number. But Allah doth support with His aid whom He pleaseth. In this is a warning for such as have eyes to see.""",fighting,cause of Allah,resist Allah,,,,,,,,,
299,,3,Al Imran,Medani,14,Fair in the eyes of men is the love of things they covet: Women and sons; Heaped-up hoards of gold and silver; horses branded (for blood and excellence); and (wealth of) cattle and well-tilled land. Such are the possessions of this world's life; but in nearness to Allah is the best of the goals (To return to).,love of things,women,son,gold,silver ,horse,cattle,land,,,,
300,,3,Al Imran,Medani,15,"Say: Shall I give you glad tidings of things Far better than those? For the righteous are Gardens in nearness to their Lord, with rivers flowing beneath; therein is their eternal home; with companions pure (and holy); and the good pleasure of Allah. For in Allah's sight are (all) His servants,-",righteousness,heaven,garden ,river,pure companions,pleasure of Allah,,,,,,
301,,3,Al Imran,Medani,16,"(Namely), those who say: ""Our Lord! we have indeed believed: forgive us, then, our sins, and save us from the agony of the Fire;""-",believer,forgive,sin,fire,,,,,,,,
302,,3,Al Imran,Medani,17,"Those who show patience, Firmness and self-control; who are true (in word and deed); who worship devoutly; who spend (in the way of Allah); and who pray for forgiveness in the early hours of the morning.",patience,fimness,worship,forgiveness,,,,,,,,
